name,age,country,intMatches,matches,batInns,notOuts,runs,ballsFaced,foursScored,sixesScored,catches&stumpings,bowlInns,ballsBowled,runsConceded,wickets
Anwar Ali,34,Pakistan,16,169,123,42,1371,965,88,68,65,165,3205,4520,150
Arish Ali Khan,21,Pakistan,0,2,1,0,0,1,0,0,0,2,42,64,4
Arshad Iqbal,21,Pakistan,1,40,6,2,2,12,0,0,4,40,822,1081,46
Asif Afridi,35,Pakistan,0,56,36,10,426,307,29,22,13,54,978,1208,47
Asif Ali,30,Pakistan,38,227,206,43,3976,2672,273,256,92,3,42,53,4
Athar Mahmood,22,Pakistan,0,1,1,1,1,3,0,0,0,1,24,55,1
Ayaz Tasawwar,31,Pakistan,0,23,17,3,237,252,16,9,9,1,2,2,0
Azam Khan,23,Pakistan,3,70,66,6,1363,922,111,87,25,0,0,0,0
Babar Azam,27,Pakistan,73,217,208,36,7778,6072,803,143,109,5,78,85,4
Bismillah Khan,31,Pakistan,0,63,61,7,1150,937,124,26,50,0,0,0,0
Danish Aziz,26,Pakistan,2,39,34,12,605,464,50,26,12,23,304,432,16
Dilbar Hussain,28,Pakistan,0,18,5,4,29,28,1,2,3,18,332,503,21
Ehsan Adil,28,Pakistan,0,68,26,10,118,109,11,2,15,67,1386,1881,86
Faheem Ashraf,28,Pakistan,42,141,99,28,1089,773,81,62,43,139,2765,3777,142
Faisal Akram,18,Pakistan,0,4,2,1,8,15,1,0,0,4,96,130,1
Fakhar Zaman,31,Pakistan,64,184,176,8,4773,3531,503,164,82,15,146,162,4
Ghulam Mudassar,22,Pakistan,0,18,5,2,2,5,0,0,1,18,359,600,15
Haider Ali,21,Pakistan,21,79,75,8,1700,1239,156,80,17,0,0,0,0
Hammad Azam,30,Pakistan,5,98,89,24,1361,1074,110,46,30,82,1414,1822,75
Haris Rauf,28,Pakistan,34,109,21,7,105,71,7,9,33,107,2366,3315,147
Haris Sohail,33,Pakistan,14,96,94,22,2012,1834,165,53,40,9,115,172,7
Hasan Ali,27,Pakistan,48,145,63,27,461,293,29,30,40,143,3131,4105,187
Hasan Mohsin,24,Pakistan,0,6,5,0,34,42,3,0,2,0,0,0,0
Hassan Khan,23,Pakistan,0,51,31,11,303,246,16,14,24,50,852,1084,27
Hidayatullah,21,Pakistan,0,4,2,0,18,26,3,0,5,0,0,0,0
Hussain Talat,26,Pakistan,18,135,118,32,2642,2132,234,70,29,67,900,1332,48
Iftikhar Ahmed,31,Pakistan,17,155,142,38,3005,2366,226,124,72,77,905,1142,34
Ihsanullah,19,Pakistan,0,2,0,0,0,0,0,0,0,2,20,23,1
Imad Wasim,33,Pakistan,58,250,185,64,2283,1793,210,60,73,243,5102,5604,215
Imam-ul-Haq,26,Pakistan,2,78,74,9,2143,1737,205,37,23,0,0,0,0
Imran Khan,34,Pakistan,0,77,10,6,16,23,1,1,10,76,1633,2137,85
Irfan Khan,19,Pakistan,0,5,4,0,30,25,3,0,3,2,12,22,1
Israrullah,29,Pakistan,0,63,62,1,1174,1028,143,29,18,12,126,140,3
Junaid Khan,32,Pakistan,9,164,53,30,142,175,12,5,45,162,3582,4456,195
Kamran Akmal,40,Pakistan,58,289,272,19,6699,5013,767,232,273,0,0,0,0
Kamran Ghulam,26,Pakistan,0,36,26,5,605,469,56,20,6,28,451,546,26
Kashif Bhatti,35,Pakistan,0,59,36,14,288,258,23,11,16,59,1238,1575,61
Khalid Usman,35,Pakistan,0,61,41,15,325,283,25,10,24,60,1182,1421,60
Khurram Manzoor,35,Pakistan,3,127,125,5,3526,2948,437,56,35,3,42,71,2
Khurram Shahzad,22,Pakistan,0,16,7,2,19,40,0,0,4,16,331,445,17
Khushdil Shah,27,Pakistan,12,99,92,24,1948,1436,144,104,43,31,397,439,23
Mir Hamza,29,Pakistan,0,36,10,8,32,31,2,2,9,35,774,1061,33
Maaz Khan,21,Pakistan,0,6,0,0,0,0,0,0,0,6,108,154,5
Mohammad Afzal,26,Pakistan,0,1,1,0,9,9,1,0,1,0,0,0,0
Mohammad Amir,29,Pakistan,50,214,79,36,287,315,17,9,20,210,4656,5579,241
Mohammad Hafeez,41,Pakistan,119,362,337,39,7663,6211,778,243,110,249,4391,4712,198
Mohammad Haris,20,Pakistan,0,12,11,2,269,192,30,11,13,0,0,0,0
Mohammad Hasnain,21,Pakistan,18,78,25,16,32,51,4,1,10,77,1711,2401,95
Mohammad Ibrahim,19,Pakistan,0,1,1,0,1,3,0,0,0,1,24,24,2
Mohammad Ilyas,22,Pakistan,0,44,22,9,86,107,7,1,16,41,767,1154,43
Mohammad Imran,25,Pakistan,0,32,21,8,327,245,29,13,8,30,522,737,24
Mohammad Imran,21,Pakistan,0,20,4,2,6,8,1,0,0,20,419,591,15
Mohammad Irfan,39,Pakistan,22,151,28,16,47,78,2,4,20,149,3361,3728,158
Mohammad Mohsin,25,Pakistan,0,21,14,3,142,122,3,9,7,19,357,488,15
Mohammad Nawaz,27,Pakistan,30,178,125,41,1959,1570,140,85,81,166,3171,3933,148
Mohammad Rizwan,29,Pakistan,55,176,147,38,4493,3581,419,113,153,1,12,22,1
Mohammad Taha,21,Pakistan,0,8,5,1,66,73,6,0,4,2,30,35,0
Mohammad Umar,22,Pakistan,0,7,3,0,3,11,0,0,1,7,138,212,6
Mohammad Wasim,20,Pakistan,10,32,13,8,123,83,7,10,13,32,659,972,38
Moinuddin,34,Pakistan,0,25,24,4,292,281,18,14,10,3,54,63,3
Mubasir Khan,19,Pakistan,0,11,6,2,69,58,4,4,3,6,72,91,3
Muhammad Akhlaq,29,Pakistan,0,26,23,1,443,330,34,24,16,0,0,0,0
Muhammad Faizan,24,Pakistan,0,14,10,3,46,75,2,1,2,7,116,181,8
Muhammad Musa,21,Pakistan,2,35,9,6,34,35,4,1,5,35,735,1115,38
Musadiq Ahmed,32,Pakistan,0,33,29,9,355,237,34,19,5,8,87,134,4
Nabi Gul,24,Pakistan,0,13,10,1,164,121,11,9,7,1,5,4,0
Najeebullah,31,Pakistan,0,9,7,1,149,129,16,3,5,5,45,69,1
Naseem Shah,19,Pakistan,0,41,16,7,51,53,6,2,6,41,877,1203,37
Nasir Nawaz,23,Pakistan,0,19,19,1,342,271,38,12,6,0,0,0,0
Nauman Ali,35,Pakistan,0,45,27,8,182,163,5,12,11,45,1007,1189,41
Niaz Khan,20,Pakistan,0,2,1,1,11,6,2,0,0,2,36,59,3
Qasim Akram,19,Pakistan,0,25,17,5,239,152,24,9,9,14,230,281,15
Rohail Nazir,20,Pakistan,0,48,38,8,544,438,60,16,35,0,0,0,0
Rumman Raees,30,Pakistan,8,107,40,24,166,148,13,6,41,107,2309,2841,119
Sahibzada Farhan,25,Pakistan,3,53,48,6,1150,1011,114,33,27,0,0,0,0
Saif Badar,23,Pakistan,0,37,25,8,328,279,23,8,11,1,12,15,1
Saim Ayub,19,Pakistan,0,7,7,0,114,105,14,3,1,0,0,0,0
Salman Irshad,26,Pakistan,0,23,9,2,19,23,0,1,0,23,438,691,27
Salman Mirza,28,Pakistan,0,2,0,0,0,0,0,0,0,2,36,62,2
Sameen Gul,23,Pakistan,0,33,9,7,22,30,1,1,4,32,689,984,35
Sarfaraz Ahmed,34,Pakistan,61,239,187,56,3758,2939,361,71,170,1,4,6,0
Sarmad Hameed,27,Pakistan,0,2,2,0,24,28,4,0,0,0,0,0,0
Saud Shakeel,26,Pakistan,0,27,25,3,390,316,47,0,11,10,120,186,5
Shadab Khan,23,Pakistan,64,186,113,27,1659,1211,107,86,69,179,3959,4722,215
Shaheen Shah Afridi,21,Pakistan,39,113,30,11,116,138,8,4,25,113,2551,3280,155
Shahid Afridi,41,Pakistan,99,329,279,38,4399,2858,326,252,97,323,6994,7907,347
Shahnawaz Dahani,23,Pakistan,2,28,3,2,6,9,1,0,9,28,570,802,43
Shan Masood,32,Pakistan,0,90,88,2,2201,1775,255,38,32,0,0,0,0
Sharjeel Khan,32,Pakistan,21,131,127,4,3226,2317,350,161,35,2,10,16,0
Sharoon Siraj,24,Pakistan,0,1,1,0,18,13,4,0,0,0,0,0,0
Shoaib Malik,40,Pakistan,124,470,436,118,11611,9130,905,362,187,258,3742,4380,157
Sohaib Maqsood,34,Pakistan,26,160,153,18,3745,2832,353,165,38,15,207,255,6
Sohaibullah,25,Pakistan,0,13,4,3,23,22,0,1,2,13,274,336,10
Sohail Akhtar,35,Pakistan,0,86,82,20,1713,1361,154,75,29,16,187,318,5
Sohail Khan,37,Pakistan,5,120,70,26,584,465,35,37,14,119,2598,3499,137
Sohail Tanvir,37,Pakistan,57,377,237,80,2465,2089,179,110,68,370,7962,9946,380
Taj Wali,30,Pakistan,0,29,3,3,8,6,0,1,3,28,572,799,21
Tayyab Tahir,28,Pakistan,0,6,5,1,244,173,27,8,1,0,0,0,0
Umaid Asif,37,Pakistan,0,106,46,17,394,266,27,23,28,104,2234,2966,114
Umar Akmal,31,Pakistan,84,264,246,51,5629,4283,463,225,171,1,24,36,1
Umar Amin,32,Pakistan,14,131,121,18,2954,2435,306,79,47,26,414,516,18
Umer Khan,22,Pakistan,0,27,10,4,24,22,3,1,8,25,460,638,22
Usman Khan,26,Pakistan,0,6,6,0,150,123,16,5,3,0,0,0,0
Usman Qadir,28,Pakistan,17,72,33,16,198,203,17,5,13,68,1384,1780,73
Usman Shinwari,28,Pakistan,16,100,25,17,114,94,6,8,19,98,2044,2681,117
Wahab Riaz,36,Pakistan,36,316,181,69,1599,1213,120,70,97,312,6731,8344,377
Waqas Maqsood,34,Pakistan,1,58,19,11,62,63,4,3,13,58,1251,1601,67
Yasir Khan,19,Pakistan,0,3,3,0,79,45,10,4,0,0,0,0,0
Yasir Shah,35,Pakistan,2,128,65,19,413,422,31,9,41,126,2753,3262,111
Yousuf Babar,24,Pakistan,0,1,1,1,14,6,3,0,0,0,0,0,0
Zafar Gohar,27,Pakistan,0,60,29,13,246,205,13,11,19,58,1181,1523,67
Zahid Mahmood,33,Pakistan,1,50,23,13,95,92,8,3,5,50,1106,1363,66
Zain Abbas,30,Pakistan,0,58,56,4,1438,1268,159,28,8,13,204,231,8
Zaman Khan,20,Pakistan,0,13,3,2,1,2,0,0,3,13,281,379,18
Zeeshan Ashraf,29,Pakistan,0,59,55,4,943,745,100,33,21,0,0,0,0
Zeeshan Malik,25,Pakistan,0,21,21,0,586,476,67,12,7,0,0,0,0
Zeeshan Zameer,19,Pakistan,0,2,0,0,0,0,0,0,0,2,15,17,1
Zia-ul-Haq,27,Pakistan,0,46,10,4,27,28,1,2,9,46,900,1168,43
Ziyaad Abrahams,24,South Africa,0,13,0,0,0,0,0,0,0,13,228,299,11
Marques Ackerman,25,South Africa,0,37,33,4,724,578,86,9,18,7,72,88,1
Travis Ackerman,22,South Africa,0,5,3,0,9,22,0,0,0,1,12,21,1
Ferisco Adams,32,South Africa,0,72,49,14,717,582,48,19,14,69,1276,1645,68
Qaasim Adams,37,South Africa,0,70,63,10,1035,874,86,34,23,5,54,81,2
Jarred Alder,23,South Africa,0,2,2,0,27,32,0,0,1,0,0,0,0
Liam Alder,18,South Africa,0,2,2,0,9,14,0,0,0,2,36,56,1
Hershell America,28,South Africa,0,4,1,0,1,2,0,0,1,4,96,106,10
Matthew Arnold,33,South Africa,0,30,21,8,370,302,25,9,9,29,599,746,34
Clayton August,32,South Africa,0,23,11,8,49,41,3,1,3,22,313,377,9
Ottniel Baartman,28,South Africa,0,32,3,2,5,10,0,0,9,32,690,707,39
Temba Bavuma,31,South Africa,21,96,86,14,2228,1777,185,53,42,0,0,0,0
David Bedingham,27,South Africa,0,47,43,1,904,692,68,35,12,0,0,0,0
Farhaan Behardien,38,South Africa,38,196,164,62,3542,2679,215,134,83,12,115,176,5
Jonathan Bird,20,South Africa,0,13,13,0,250,219,19,12,2,0,0,0,0
Corbin Bosch,27,South Africa,0,30,15,7,151,125,14,3,6,29,596,811,18
Clayton Bosch,29,South Africa,0,15,6,4,144,96,14,7,7,14,294,387,10
Eathan Bosch,23,South Africa,0,13,9,2,191,155,16,5,3,13,276,383,14
Jerome Bossr,23,South Africa,0,1,1,1,26,26,1,0,0,0,0,0,0
Eben Botha,22,South Africa,0,5,5,1,124,77,17,4,1,0,0,0,0
Patrick Botha,32,South Africa,0,41,35,2,567,477,48,14,23,37,700,749,38
Neil Brand,25,South Africa,0,9,9,0,140,137,11,4,3,7,114,98,6
Matthew Breetzke,23,South Africa,0,36,34,2,805,621,85,23,9,0,0,0,0
Dewald Brevis,18,South Africa,0,6,6,1,164,120,14,8,3,4,72,81,3
Mbulelo Budaza,28,South Africa,0,27,6,4,1,8,0,0,3,24,452,630,29
Nandre Burger,26,South Africa,0,32,9,6,23,41,1,0,8,32,675,808,38
Amir Sohil Bux,26,South Africa,0,1,1,0,0,2,0,0,0,0,0,0,0
Blayde Capell,24,South Africa,0,10,10,0,139,129,23,1,5,0,0,0,0
Okuhle Cele,24,South Africa,0,11,4,3,6,12,0,0,1,11,198,240,9
Chad Classen,25,South Africa,0,9,3,3,5,10,0,0,1,9,144,188,2
Gihahn Cloete,29,South Africa,2,85,76,4,1449,1301,175,26,48,0,0,0,0
Gerald Coetzee,21,South Africa,0,16,11,2,56,58,4,2,5,16,338,454,16
Jan Coetzer,19,South Africa,0,1,1,0,2,7,0,0,0,1,12,26,0
Yassar Cook,28,South Africa,0,29,28,3,455,464,34,14,6,0,0,0,0
Michael Copeland,19,South Africa,0,6,6,1,94,87,6,1,2,4,42,59,0
Ethan-John Cunningham,18,South Africa,0,3,3,0,35,25,5,1,0,2,12,20,0
Shane Dadswell,24,South Africa,0,18,18,1,442,288,43,20,7,5,54,92,0
Junior Dala,32,South Africa,10,91,21,9,140,107,14,4,27,87,1615,2295,92
Henry Davids,42,South Africa,9,185,175,12,3869,3101,358,144,40,49,564,746,21
Junaid Dawood,25,South Africa,0,9,0,0,0,0,0,0,0,9,174,210,12
Theunis de Bruyn,29,South Africa,2,74,72,11,1905,1466,173,59,29,6,66,94,1
Jade de Klerk,22,South Africa,0,22,8,2,54,58,4,1,5,20,366,476,11
Quinton de Kock,29,South Africa,61,243,236,20,7281,5296,760,274,211,0,0,0,0
Ruan de Swardt,24,South Africa,0,15,9,2,93,87,5,3,6,12,196,266,10
Tony de Zorzi,24,South Africa,0,48,48,6,939,806,91,20,13,1,6,10,0
Cameron Delport,32,South Africa,0,258,250,16,5979,4277,596,269,85,108,1493,2015,69
Isaac Dikgale,26,South Africa,0,6,5,1,88,81,10,0,4,0,0,0,0
Khanya Dilima,22,South Africa,0,2,0,0,0,0,0,0,0,2,18,42,1
Johannes Diseko,31,South Africa,0,52,16,11,60,68,4,1,5,51,1098,1235,54
Tshepang Dithole,28,South Africa,0,9,6,2,102,95,6,2,7,0,0,0,0
Jean du Plessis,23,South Africa,0,15,14,1,396,333,32,8,10,0,0,0,0
Leus du Plooy,27,South Africa,0,68,62,15,1515,1215,110,44,26,14,170,221,13
Keith Dudgeon,26,South Africa,0,13,8,2,67,70,3,1,2,13,246,336,17
Gareth Dukes,29,South Africa,0,24,16,7,164,85,11,10,8,24,414,500,18
Daryn Dupavillon,27,South Africa,0,28,8,6,19,18,1,1,6,27,552,648,33
Dean Elgar,34,South Africa,0,81,76,17,2016,1814,144,53,35,44,627,723,29
Armand Erasmus,29,South Africa,0,16,12,4,88,66,2,6,4,16,270,327,12
Michael Erlank,31,South Africa,0,32,30,2,570,528,57,11,11,17,210,245,10
Sarel Erwee,32,South Africa,0,70,66,4,1532,1239,176,45,30,5,64,64,6
Donavon Ferreira,23,South Africa,0,16,11,5,317,203,25,14,4,10,132,164,7
Phaphama Fojela,37,South Africa,0,28,10,4,44,49,1,1,2,28,552,686,29
Bjorn Fortuin,27,South Africa,13,88,43,16,259,229,18,6,28,87,1827,1945,100
Clyde Fortuin,26,South Africa,0,53,44,5,727,655,70,15,37,0,0,0,0
Robbie Frylinck,37,South Africa,3,148,101,36,1332,895,85,77,31,137,2868,3706,162
Dayyaan Galiem,25,South Africa,0,25,18,4,285,265,18,7,5,25,372,503,21
Andries Gous,28,South Africa,0,42,38,5,963,713,89,36,36,0,0,0,0
Ayabulela Gqamane,32,South Africa,0,65,40,11,435,315,30,19,18,61,824,1250,29
Khwezi Gumede,22,South Africa,0,9,0,0,0,0,0,0,0,9,186,255,15
Ruan Haasbroek,24,South Africa,0,17,14,4,243,215,14,6,15,6,90,135,6
Hlomla Hanabe,20,South Africa,0,3,2,0,1,3,0,0,2,0,0,0,0
Simon Harmer,33,South Africa,0,124,73,24,874,688,63,30,62,117,2336,2944,105
Eldred Hawken,32,South Africa,0,20,7,2,45,56,3,0,2,18,368,500,20
Beuran Hendricks,31,South Africa,19,92,17,9,34,52,0,1,17,90,1916,2651,122
Dominic Hendricks,31,South Africa,0,39,38,8,865,821,69,11,15,0,0,0,0
Reeza Hendricks,32,South Africa,40,157,146,19,4377,3540,420,98,64,4,54,80,2
Rubin Hermann,25,South Africa,0,19,13,3,224,195,22,4,13,0,0,0,0
Jon Hinrichsen,22,South Africa,0,4,2,1,13,18,1,0,0,4,66,78,5
Thomas Hobson,27,South Africa,0,9,5,1,39,43,5,0,3,6,96,127,4
Tahir Isaacs,20,South Africa,0,2,2,0,7,15,0,0,0,0,0,0,0
Kyle Jacobs,23,South Africa,0,5,1,1,12,7,1,1,1,5,86,102,3
Duan Jansen,21,South Africa,0,11,5,1,70,52,7,1,4,11,210,264,10
Marco Jansen,21,South Africa,0,13,9,1,71,63,4,4,5,13,270,349,9
Evan Jones,25,South Africa,0,7,7,1,180,117,15,9,5,3,56,84,4
Christiaan Jonker,35,South Africa,2,116,109,24,2296,1759,184,111,43,7,66,100,3
Thomas Kaber,29,South Africa,0,28,20,4,279,226,15,12,8,27,436,523,22
Ludwig Kaestner,21,South Africa,0,6,6,1,134,144,13,0,0,1,1,1,0
Yves Kamanzi,22,South Africa,0,1,0,0,0,0,0,0,0,1,18,26,0
Gavin Kaplan,24,South Africa,0,4,4,0,71,61,6,3,3,0,0,0,0
Ernest Kemm,31,South Africa,0,19,18,2,508,487,49,8,4,15,176,204,5
Khaif Patel,18,South Africa,0,1,1,0,17,21,1,0,0,0,0,0,0
Valentine Kitime,18,South Africa,0,3,3,0,41,37,4,1,0,0,0,0,0
Heinrich Klaasen,30,South Africa,28,108,98,28,1973,1438,135,81,82,5,42,68,1
Christoffel Klijnhans,22,South Africa,0,2,2,1,73,64,7,1,4,0,0,0,0
Alexander Kok,23,South Africa,0,5,5,0,98,63,12,5,1,2,36,49,0
Gionne Koopman,30,South Africa,0,35,27,2,355,347,35,5,20,30,546,584,15
Tumi Koto,27,South Africa,0,8,7,0,138,112,18,1,0,4,27,47,1
Hanno Kotze,27,South Africa,0,27,26,1,594,479,60,17,19,0,0,0,0
Patrick Kruger,27,South Africa,0,72,66,8,1492,1210,137,59,33,33,410,568,18
Heino Kuhn,37,South Africa,7,137,117,20,2512,1993,227,61,90,0,0,0,0
Thamsanga Kumalo,22,South Africa,0,6,6,0,40,55,5,0,1,0,0,0,0
Sithembile Langa,26,South Africa,0,13,5,3,32,31,4,0,1,12,237,347,10
Richard Levi,34,South Africa,13,224,215,13,5577,3869,582,264,60,0,0,0,0
George Linde,30,South Africa,14,104,79,24,971,713,51,44,28,100,2053,2494,108
Wihan Lubbe,29,South Africa,2,60,54,2,1263,922,109,52,18,29,480,564,19
Sisanda Magala,31,South Africa,4,114,65,24,729,580,53,35,23,109,2199,2910,122
Keshav Maharaj,32,South Africa,8,112,55,28,524,433,48,16,36,106,2341,2562,89
Ntokozo Mahlaba,22,South Africa,0,4,3,1,38,39,2,0,3,4,72,100,3
Gregory Mahlokwana,27,South Africa,0,33,11,5,39,51,3,1,5,30,565,675,21
Sintu Majeza,22,South Africa,0,3,1,1,0,0,0,0,1,3,30,41,1
Sibonelo Makhanya,25,South Africa,0,64,43,13,639,566,51,14,17,20,246,358,6
Lizo Makhosi,27,South Africa,0,9,3,3,8,8,1,0,1,8,162,222,6
Wandile Makwetu,23,South Africa,0,9,6,2,49,61,3,0,8,0,0,0,0
Andre Malan,30,South Africa,0,29,28,5,532,477,54,2,11,5,84,141,2
Janneman Malan,25,South Africa,11,63,63,4,1816,1340,194,66,34,0,0,0,0
Pieter Malan,32,South Africa,0,48,48,10,1414,1206,137,40,23,1,24,30,2
Mncedisi Malika,24,South Africa,0,11,9,0,153,128,16,3,7,0,0,0,0
Imran Manack,30,South Africa,0,32,12,6,33,40,2,0,10,32,710,742,27
Kurtlyn Mannikam,26,South Africa,0,10,3,1,9,12,1,0,1,3,60,56,5
Marco Marais,28,South Africa,0,62,57,11,1531,1066,128,82,12,1,6,15,0
Gerhardus Maree,17,South Africa,0,1,1,0,11,7,2,0,0,0,0,0,0
Aiden Markram,27,South Africa,20,70,64,10,1732,1343,156,56,33,28,375,421,12
Wesley Marshall,28,South Africa,0,38,37,2,980,657,126,25,15,0,0,0,0
Sizwe Masondo,35,South Africa,0,38,30,6,333,369,17,8,35,0,0,0,0
Renaldo Meyer,27,South Africa,0,4,3,1,16,17,0,1,0,4,78,102,3
Nduduzo Mfoza,24,South Africa,0,14,1,1,1,2,0,0,2,13,240,273,16
Aviwe Mgijima,33,South Africa,0,79,50,13,540,471,38,15,31,30,376,520,17
David Miller,32,South Africa,95,360,326,104,7868,5687,560,345,229,3,18,31,0
Akhulile Mkatu,20,South Africa,0,2,0,0,0,0,0,0,0,0,0,0,0
Akhona Mnyaka,22,South Africa,0,13,2,1,0,2,0,0,2,13,212,303,8
Thandolwethu Mnyaka,29,South Africa,0,33,15,6,70,65,8,0,2,33,557,713,28
Odirile Modimokoane,20,South Africa,0,6,0,0,0,0,0,0,0,6,96,113,5
Andile Mokgakane,22,South Africa,0,10,10,3,136,130,6,4,3,3,24,21,3
Atwell Mokgoloboto,21,South Africa,0,1,0,0,0,0,0,0,0,1,6,9,0
Grant Mokoena,34,South Africa,0,54,49,2,728,753,54,22,18,0,0,0,0
Kgaudisa Molefe,22,South Africa,0,7,1,1,3,2,0,0,4,6,108,152,5
Pheko Moletsane,20,South Africa,0,4,2,0,15,14,3,0,0,4,60,88,3
Rivaldo Moonsamy,25,South Africa,0,22,16,0,218,255,21,2,11,1,6,12,0
Tshepo Moreki,28,South Africa,0,37,12,4,46,73,2,0,4,36,625,896,34
Chris Morris,34,South Africa,23,234,153,60,1868,1245,128,95,104,231,4962,6441,290
Mangaliso Mosehle,31,South Africa,7,143,116,23,1607,1323,110,68,101,0,0,0,0
Alfred Mothoa,32,South Africa,0,35,8,2,27,51,4,0,8,34,634,763,33
Orapeleng Motlhoaring,20,South Africa,0,1,1,0,10,13,1,0,0,0,0,0,0
Mihlali Mpongwana,21,South Africa,0,9,1,0,0,1,0,0,0,8,129,180,8
Wiaan Mulder,24,South Africa,5,43,34,14,515,404,42,15,17,38,571,782,29
Kerwin Mungroo,27,South Africa,0,30,2,0,1,4,0,0,8,29,605,769,30
Senuran Muthusamy,27,South Africa,0,40,37,9,668,630,55,13,17,35,593,576,37
Ndumiso Mvelase,25,South Africa,0,3,3,0,19,19,0,2,1,3,48,51,3
Ayavuya Myoli,31,South Africa,0,27,5,5,7,10,0,0,6,25,366,518,14
Mthiwekhaya Nabe,26,South Africa,0,26,8,6,7,12,0,0,3,25,493,710,34
Thula Ngcobo,26,South Africa,0,11,2,1,7,7,0,0,0,11,234,288,15
Lungi Ngidi,25,South Africa,23,85,9,4,14,26,0,0,17,83,1663,2207,117
Lesiba Ngoepe,28,South Africa,0,73,64,13,700,610,45,28,13,1,6,16,0
Jason Niemand,23,South Africa,0,14,9,1,101,101,9,1,10,12,204,261,9
Kyle Nipper,34,South Africa,0,57,51,10,913,862,86,21,31,52,986,1093,57
Luvuyo Nkese,24,South Africa,0,13,3,2,12,16,1,0,1,12,166,223,13
Anrich Nortje,28,South Africa,16,65,17,8,71,72,4,2,17,65,1438,1728,83
Thando Ntini,21,South Africa,0,14,3,1,11,9,1,0,2,14,270,409,16
Jerry Nqolo,30,South Africa,0,51,38,8,454,393,38,12,18,28,426,492,16
Tshepo Ntuli,26,South Africa,0,31,7,5,29,48,2,0,13,29,377,442,13
Onke Nyaku,27,South Africa,0,47,32,12,314,255,23,10,15,27,397,493,19
Jason Oakes,26,South Africa,0,16,11,3,71,114,1,1,10,0,0,0,0
Wayne Parnell,32,South Africa,40,228,138,49,1744,1382,146,62,48,222,4536,5921,227
Bryce Parsons,21,South Africa,0,13,9,0,113,106,9,3,5,11,182,174,5
Zakariya Paruk,23,South Africa,0,10,4,2,37,48,2,1,3,7,102,114,2
Dane Paterson,32,South Africa,8,97,32,14,158,119,13,5,26,94,1930,2546,101
Nqabayomzi Peter,19,South Africa,0,3,0,0,0,0,0,0,0,3,60,95,1
Liam Peters,25,South Africa,0,8,8,1,95,107,8,0,2,0,0,0,0
Keegan Petersen,28,South Africa,0,51,44,12,902,887,84,9,24,5,42,69,0
Aaron Phangiso,38,South Africa,16,171,52,16,298,325,21,11,49,159,3234,3630,156
Andile Phehlukwayo,25,South Africa,35,101,68,15,633,539,52,24,12,91,1529,2152,84
Marcello Piedt,29,South Africa,0,15,9,4,42,48,1,2,2,15,265,308,11
Heinrigh Pieterse,20,South Africa,0,3,3,1,17,27,0,0,0,0,0,0,0
Shaylen Pillay,27,South Africa,0,32,20,5,186,201,14,3,7,10,168,228,6
Jiveshan Pillay,23,South Africa,0,10,10,1,265,223,30,7,4,0,0,0,0
Nono Pongolo,32,South Africa,0,49,20,8,270,245,21,5,23,46,669,899,35
Delano Potgieter,25,South Africa,0,28,24,5,587,455,45,26,10,17,246,283,21
Dwaine Pretorius,32,South Africa,22,155,123,28,2061,1490,136,109,28,134,2143,2895,109
Jandré Pretorius,22,South Africa,0,1,1,0,40,39,4,0,0,0,0,0,0
Migael Pretorius,26,South Africa,0,37,28,8,215,166,9,12,8,37,793,1127,53
Sinethemba Qeshile,23,South Africa,2,37,29,6,390,353,30,7,27,0,0,0,0
Zakhele Qwabe,33,South Africa,0,21,4,1,13,14,1,0,5,20,312,372,12
Kagiso Rabada,26,South Africa,40,135,50,24,337,311,30,11,49,133,2977,3914,180
Don Radebe,25,South Africa,0,9,4,1,61,39,4,5,0,9,162,277,7
Thamsanqa Rapelego,29,South Africa,0,8,1,1,1,1,0,0,3,8,126,158,5
Kagiso Rapulana,30,South Africa,0,40,32,5,512,513,48,7,15,5,73,106,4
Andrew Rasemene,26,South Africa,0,15,3,2,14,10,0,1,3,14,228,324,15
Jason Raubenheimer,23,South Africa,0,2,2,0,21,28,0,1,1,1,6,7,0
Heath Richards,20,South Africa,0,8,8,0,143,120,17,5,4,1,11,15,1
Joshua Richards,23,South Africa,0,10,10,0,170,166,18,4,2,0,0,0,0
Ryan Rickelton,25,South Africa,0,47,43,2,928,747,88,30,25,1,24,14,1
Grant Roelofsen,25,South Africa,0,25,24,4,785,620,82,19,19,0,0,0,0
Diego Rosier,27,South Africa,0,70,55,9,1019,793,87,28,26,10,74,124,3
Danie Rossouw,26,South Africa,0,3,3,1,130,106,12,1,1,0,0,0,0
Rilee Rossouw,32,South Africa,15,233,225,33,5729,4131,564,202,97,5,28,29,2
Sahil Patel,24,South Africa,0,6,2,2,18,26,0,0,1,6,114,152,6
Juandre Scheepers,21,South Africa,0,3,3,0,34,45,0,1,0,3,54,75,2
Luke Schlemmer,27,South Africa,0,9,8,2,114,108,11,1,2,3,42,54,3
Blake Schraader,27,South Africa,0,6,6,0,34,38,5,1,0,2,30,30,3
Caleb Seleka,19,South Africa,0,10,2,1,17,25,2,0,3,10,180,215,10
Lesego Senokwane,24,South Africa,0,22,14,1,167,189,11,1,8,8,91,138,6
Tabraiz Shamsi,32,South Africa,47,178,34,21,63,120,1,1,26,173,3768,4509,202
