name,age,country,Ovr,BAT Ovr,Bowl Ovr,B-IQ,Tech,PWR,RUN,ECON,WKT,ACC,CLTH
Zia-ul-Haq,27,Pakistan,72,40,70,24,34,61,28,69,68,65,90
Joe Root,31,England,76,72,54,81,79,60,69,50,53,77,47
Temba Bavuma,31,South Africa,73,72,31,81,76,60,72,28,30,70,10
Leus du Plooy,27,South Africa,72,70,38,79,73,60,67,35,38,68,17
Stephen Eskinazi,27,England,73,72,27,78,80,60,74,28,28,11,30
Alex Davies,27,England,72,71,28,76,76,60,83,28,30,16,27
Scott Steel,22,England,77,67,67,75,71,60,38,64,61,79,87
Kyle Coetzer,37,Scotland,69,67,38,75,71,60,48,32,34,57,59
Sahibzada Farhan,25,Pakistan,69,68,29,74,70,60,66,28,30,32,28
Charles Amini,29,Papua New Guinea,82,66,75,73,65,60,66,77,76,70,66
Kishan Lyngdoh,23,India,69,68,31,73,77,60,42,34,30,15,43
Craig Ervine,36,Zimbabwe,69,68,26,72,72,60,66,28,28,19,12
Himanshu Rana,23,India,68,67,25,72,73,60,46,28,30,4,10
Neil Broom,38,New Zealand,67,66,27,70,69,60,61,29,31,14,12
Dane Cleaver,30,New Zealand,68,67,25,67,72,60,87,28,28,17,5
Paul Coughlin,29,England,73,64,64,65,68,60,61,61,68,70,52
Siddhesh Lad,29,India,68,63,50,64,66,60,62,54,54,54,16
Sameera Sadamal,28,Sri Lanka,69,63,54,61,69,60,61,52,50,67,63
Lahiru Udara,28,Sri Lanka,65,64,26,61,70,60,79,28,28,14,21
Shubham Agarwal,28,India,75,58,69,59,56,60,49,70,68,85,52
Zeeshan Ashraf,29,Pakistan,62,61,30,58,66,60,51,28,28,50,27
Nasir Nawaz,23,Pakistan,61,60,25,58,65,60,45,28,28,5,22
Yash Nahar,27,India,60,59,24,58,63,60,31,27,28,10,14
Paul Walter,27,England,68,61,57,57,66,60,65,56,58,32,82
Sithara Gimhan,26,Sri Lanka,62,61,29,57,66,60,70,27,28,40,28
Nazmul Hossain Milon,34,Bangladesh,58,57,26,57,54,60,59,29,30,23,5
Adeesha Thilanchana,26,Sri Lanka,76,55,71,55,49,60,54,69,73,65,75
Writtick Chatterjee,29,India,75,61,68,55,66,60,66,66,61,94,82
Jacques Snyman,27,South Africa,64,59,48,55,65,60,47,52,47,36,47
Geshan Wimaladharma,29,Sri Lanka,57,56,24,55,54,60,55,27,28,7,12
Thomas Kaber,29,South Africa,74,57,68,54,57,60,56,68,63,61,94
Saif Zaib,23,England,61,59,39,54,63,60,65,40,38,63,17
Kasun Vidura,28,Sri Lanka,60,58,33,53,58,60,70,34,32,28,40
Akshay Karnewar,29,India,80,57,76,49,61,60,60,73,70,93,94
Shardul Thakur,30,India,84,54,81,47,54,60,52,78,85,79,81
Nathan Smith,23,New Zealand,74,53,70,44,52,60,54,64,70,67,96
Azmir Ahmed,26,Bangladesh,51,50,29,40,49,60,42,27,28,44,30
Tymal Mills,29,England,80,46,78,34,44,60,22,78,83,74,61
Jake Ball,30,England,73,43,71,31,35,60,38,69,74,83,54
Chamod Piumal ,26,Sri Lanka,64,40,62,24,36,60,28,62,65,20,93
Imam-ul-Haq,26,Pakistan,72,72,25,83,78,59,57,28,30,7,6
Chirag Suri,27,United Arab Emirates,69,68,30,80,74,59,31,28,30,27,43
Jason Sangha,22,Australia,71,70,35,78,73,59,71,37,41,20,18
Ashen Bandara,23,Sri Lanka,71,70,31,76,74,59,91,32,34,30,17
Steven Croft,37,England,74,69,55,75,71,59,82,56,54,80,28
Ben Cox,30,England,69,68,27,73,71,59,85,28,30,6,27
Hashmatullah Shahidi,27,Afghanistan,67,66,25,73,71,59,47,28,28,16,10
Aaron Jones,27,United States of America,69,63,55,72,62,59,47,55,47,75,64
Max Holden,24,England,70,69,29,72,74,59,81,28,30,15,38
Brett D'Oliveira,29,England,78,66,69,71,71,59,55,66,65,74,92
Tanzid Hasan,21,Bangladesh,65,64,26,69,63,59,80,28,30,23,5
Diego Rosier,27,South Africa,67,66,32,68,71,59,65,31,33,28,33
Paras Dogra,37,India,65,64,27,68,63,59,74,27,28,25,25
Peter Trego,40,England,70,64,55,67,70,59,47,48,49,92,68
Aditya Tare,34,India,67,66,30,67,71,59,78,28,28,57,16
Thomas Rogers,23,Australia,63,62,25,66,70,59,20,27,28,19,11
Ashan Priyanjan,32,Sri Lanka,69,63,53,65,66,59,60,55,53,22,77
Henry Davids,42,South Africa,63,62,33,64,67,59,41,34,34,27,28
Kedar Jadhav,36,India,64,63,29,64,68,59,64,28,30,23,31
Vihan Gunasekare,23,Sri Lanka,55,54,27,63,47,59,15,27,28,17,33
Abhishek Yadav,26,India,63,61,35,62,66,59,36,33,33,50,40
Dineth Jayakody,20,Sri Lanka,64,64,24,62,70,59,66,28,28,8,8
Luke Georgeson,22,New Zealand,65,61,48,59,63,59,81,46,53,32,47
Devon Thomas,32,West Indies,61,60,29,59,59,59,75,28,30,19,34
Rony Talukdar,31,Bangladesh,61,60,25,59,64,59,52,28,28,6,20
Rahatul Ferdous,26,Bangladesh,62,55,54,57,51,59,41,64,62,14,22
Pallavkumar Das,32,India,63,61,40,57,68,59,58,41,40,59,16
Chris Green,28,Australia,81,60,76,56,62,59,84,76,75,80,78
Ed Barnard,26,England,78,60,72,55,65,59,76,69,71,79,81
Lesiba Ngoepe,28,South Africa,56,55,28,55,54,59,42,28,30,22,24
Ravichandran Ashwin,35,India,88,57,85,54,61,59,46,83,86,99,77
Madushan Ravichandrakumar,27,Sri Lanka,69,60,60,54,62,59,81,63,60,25,87
Rishi Patel,23,England,60,59,26,54,61,59,71,28,28,20,17
Rob Yates,22,England,57,55,36,52,59,59,28,36,34,19,63
Harpreet Brar,26,India,80,53,76,51,51,59,38,74,70,91,89
Jamie Gibson,28,New Zealand,57,56,29,51,55,59,72,30,31,28,14
Andre McCarthy,34,West Indies,56,55,26,51,53,59,61,28,28,25,8
Logan van Beek,31,Netherlands,79,57,74,49,59,59,76,70,74,72,96
Ranmith Jayasena,21,Sri Lanka,55,54,26,49,56,59,38,27,28,20,22
Jasprit Bumrah,28,India,89,50,87,46,46,59,31,84,89,80,97
Ahmed Raza,33,United Arab Emirates,69,49,65,46,40,59,60,65,67,65,55
Mujeeb Ur Rahman,20,Afghanistan,88,51,86,45,49,59,37,85,88,63,100
Bhanu Pania,25,India,51,50,27,44,46,59,41,27,28,20,27
Taskin Ahmed,26,Bangladesh,78,47,76,43,42,59,24,75,79,46,98
Nuwan Priyadarshana,28,Sri Lanka,46,45,24,42,37,59,20,27,28,16,4
Trent Boult,32,New Zealand,87,47,85,41,37,59,55,79,85,97,97
Kunal Saikia,33,India,52,51,23,38,52,59,66,27,27,10,4
Nauman Ali,35,Pakistan,69,46,66,35,41,59,45,65,58,79,90
Towfiq Khan,30,Bangladesh,47,46,23,34,42,59,59,27,27,6,12
Tanvir Islam,25,Bangladesh,76,43,74,33,36,59,34,72,72,67,96
Nathan Buck,30,England,67,44,64,33,39,59,37,65,67,50,63
Ed Nuttall,28,New Zealand,71,41,69,32,31,59,37,69,71,52,82
Matt Milnes,27,England,72,49,68,31,53,59,57,65,66,92,61
Luke Fletcher,33,England,72,43,70,29,40,59,29,66,67,99,66
Daryn Dupavillon,27,South Africa,70,43,67,29,38,59,38,69,68,82,36
Max O'Dowd,27,Netherlands,70,68,42,76,73,58,55,35,38,65,59
Ollie Pope,24,England,73,72,28,81,79,58,74,28,30,40,10
Towhid Hridoy,21,Bangladesh,68,67,30,77,66,58,72,30,31,30,28
Jordan Cox,21,England,71,70,27,77,74,58,95,28,30,27,11
Jhedli van Briesies,20,South Africa,71,71,25,77,77,58,97,27,28,4,27
Usman Khawaja,35,Australia,69,68,30,74,76,58,46,28,28,44,36
Grant Roelofsen,25,South Africa,70,69,27,74,74,58,84,28,28,19,31
Chamu Chibhabha,35,Zimbabwe,74,65,63,73,69,58,49,56,60,98,66
Angelo Perera,31,Sri Lanka,69,67,40,73,68,58,82,38,40,82,10
Stephen Doheny,23,Ireland,69,68,26,73,74,58,78,28,28,20,20
Dipendra Singh Airee,22,Nepal,71,67,51,72,71,58,72,45,47,82,63
Rohan Kadam,27,India,67,66,27,72,73,58,50,27,28,38,10
Bavanaka Sandeep,29,India,73,66,58,71,67,58,83,56,47,88,75
Dane Vilas,36,South Africa,68,67,26,71,70,58,88,28,28,13,21
Mahela Udawatte,35,Sri Lanka,66,65,32,70,69,58,53,29,31,67,16
William O'Donnell,24,New Zealand,66,66,24,70,67,58,88,27,28,11,8
Sachin Baby,33,India,67,66,34,69,71,58,70,33,33,57,17
Nick Selman,26,England,67,66,28,69,73,58,61,28,28,28,27
Mackenzie Harvey,21,Australia,66,65,28,69,67,58,78,28,30,38,12
Rohan Mustafa,33,United Arab Emirates,80,65,73,68,68,58,69,69,70,99,71
Grant Thomson,33,South Africa,71,64,57,68,68,58,58,56,49,85,63
Joe Burns,32,Australia,63,62,34,67,63,58,60,30,31,61,33
Jimmy Peirson,29,Australia,66,65,31,67,68,58,85,28,30,46,31
Priyamal Perera,26,Sri Lanka,64,63,26,66,66,58,65,30,31,11,9
Jan Frylinck,27,Namibia,83,61,78,65,60,58,65,70,76,98,97
Luke Hollman,21,England,74,64,65,65,68,58,83,66,68,42,68
Sheldon Jackson,35,India,64,63,28,65,66,58,76,27,28,52,10
Chris Dent,31,England,64,63,33,64,70,58,59,31,33,59,13
Matthew Gilkes,22,Australia,63,62,29,64,66,58,51,28,30,32,28
Rayan Rahman,23,Bangladesh,61,60,33,62,61,58,59,35,32,23,34
Rikki Clarke,40,England,69,61,60,61,63,58,73,61,60,93,20
Kiran Carlson,23,England,63,62,28,61,66,58,64,28,30,36,16
Ritwik Roy Chowdhury,26,India,62,61,27,59,64,58,78,28,28,25,18
Rajibul Islam,27,Bangladesh,67,56,60,58,55,58,40,63,50,68,81
Mitchell Owen,20,Australia,66,59,56,56,67,58,41,57,52,91,36
Heath Richards,20,South Africa,59,58,30,55,61,58,57,31,34,30,7
Simon Harmer,33,South Africa,73,58,66,53,60,58,76,68,66,95,28
Tillakaratne Sampath,39,Sri Lanka,63,57,53,53,60,58,65,59,56,34,40
Khurram Nawaz,36,Oman,55,54,28,53,52,58,42,27,28,57,6
Mehedi Maruf,33,Bangladesh,56,55,25,53,55,58,38,27,28,16,13
Tim Tector,18,Ireland,54,53,27,52,53,58,29,30,31,15,6
Manik Beri,28,India,51,50,25,51,45,58,16,27,27,25,5
Keshav Maharaj,32,South Africa,78,55,74,50,58,58,54,72,67,92,90
Binura Fernando,26,Sri Lanka,78,52,74,50,51,58,35,79,84,38,50
Liam Plunkett,36,England,74,56,69,50,59,58,58,69,70,67,68
Vikas Yadav,25,India,70,52,65,48,49,58,57,70,65,79,34
Rakesh Thakur,30,India,52,51,25,46,43,58,85,27,27,20,11
Saurabh Netravalkar,30,United States of America,73,50,69,42,46,58,56,71,66,42,99
Sultan Ahmed,32,United Arab Emirates,79,47,77,37,41,58,69,74,72,90,93
Rajesh Mohanty,21,India,69,44,66,35,38,58,30,67,62,61,83
Benjamin Lister,26,New Zealand,76,47,73,34,45,58,61,69,70,80,97
Basil Thampi,28,India,75,45,72,34,42,58,40,70,71,79,72
Jack Plom,22,England,71,44,68,34,37,58,52,65,70,94,48
Harbhajan Singh,41,India,66,48,62,33,51,58,44,62,52,88,72
Charith Jayampathi,31,Sri Lanka,62,43,59,33,37,58,37,59,61,30,79
Jeavor Royal,23,West Indies,74,47,71,32,47,58,62,65,67,85,94
Unnikrishnan Manukrishnan,33,India,65,47,61,32,49,58,56,69,63,36,50
Harishankar Reddy,23,India,74,44,72,29,46,58,28,69,72,88,69
Roshan Jayatissa,32,Sri Lanka,67,41,65,27,36,58,43,66,63,93,41
Shivam Chauhan,24,India,70,69,28,78,75,57,54,30,32,11,22
Matt Renshaw,25,Australia,69,68,35,75,73,57,66,40,41,11,11
Sam Northeast,32,England,68,67,29,75,74,57,54,28,30,48,6
Sean Williams,35,Zimbabwe,81,66,74,72,69,57,67,74,73,99,52
Tom Westley,32,England,69,67,36,72,74,57,60,34,33,50,43
Pratham Singh,29,India,66,66,23,72,72,57,59,27,28,6,6
Damitha Silva,23,Sri Lanka,78,62,71,71,57,57,67,73,72,80,50
Aqib Ilyas,29,Oman,66,64,35,71,68,57,45,38,37,14,31
Beau Webster,28,Australia,67,66,32,71,68,57,84,36,34,32,7
Muhammad Usman,36,United Arab Emirates,64,63,26,70,66,57,48,28,30,7,25
Anisul Islam Emon,24,Bangladesh,68,64,47,69,69,57,62,43,50,32,69
Rishabh Tiwari,28,India,66,66,24,69,74,57,62,27,28,19,4
Matt Critchley,25,England,73,63,64,67,65,57,61,70,72,46,30
Ravindu Sembukuttige,22,Sri Lanka,68,63,50,66,67,57,67,46,45,74,61
Richmond Mutumbami,32,Zimbabwe,62,61,28,65,60,57,73,28,30,9,38
Craig Wallace,31,Scotland,63,62,27,64,63,57,75,28,28,36,7
Srikar Bharat,28,India,62,61,25,64,60,57,78,28,30,11,8
Usman Khan,26,Pakistan,63,62,29,63,66,57,63,27,28,36,30
Sarel Erwee,32,South Africa,63,62,27,63,67,57,57,30,32,8,17
Lakhan Singh,23,India,72,61,64,61,67,57,49,58,67,57,84
Jonathan Carter,34,West Indies,59,58,31,61,56,57,56,31,32,52,9
Charitha Kumarasinghe,29,Sri Lanka,62,62,23,61,66,57,79,27,28,4,5
Mizanur Rahman,30,Bangladesh,60,60,23,61,65,57,47,27,28,5,9
Aubrey Swanepoel,32,South Africa,70,61,61,59,68,57,63,60,54,88,61
Dushan Hemantha,27,Sri Lanka,64,59,49,58,60,57,75,51,47,34,68
Irfan Sukkur,28,Bangladesh,61,60,28,58,62,57,72,28,28,44,15
Ashok Menaria,31,India,62,56,51,56,58,57,45,49,45,77,56
Gavin Kaplan,24,South Africa,59,58,23,55,58,57,76,27,28,3,11
Brian Mudzinganyama,26,Zimbabwe,60,58,33,54,63,57,50,36,32,14,40
Sandun Weerakkody,28,Sri Lanka,60,59,26,53,64,57,73,28,30,11,20
Josh Davey,31,Scotland,80,57,75,52,60,57,76,68,75,87,89
Aditya Garhwal,25,India,56,55,32,52,61,57,27,36,37,17,13
Monank Patel,28,United States of America,57,55,33,50,55,57,74,28,30,38,59
William McClintock,25,Ireland,54,52,32,50,52,57,26,29,30,50,33
Nathan McGuire,18,Ireland,53,52,31,50,50,57,48,35,36,13,15
Sanyam Arora,20,India,57,56,26,50,66,57,21,27,28,23,20
Mohammad Amir,29,Pakistan,85,49,83,46,45,57,30,83,88,92,54
Tejas Patel,26,India,77,59,71,46,73,57,57,68,66,74,96
Shingi Masakadza,35,Zimbabwe,69,52,64,46,50,57,58,65,66,79,36
Alzarri Joseph,25,West Indies,75,50,71,44,44,57,65,66,70,95,74
Saurabh Das,28,India,56,46,51,43,38,57,29,59,47,52,30
Fareed Ahmad,27,Afghanistan,69,52,64,41,59,57,36,65,70,44,52
Rumman Raees,30,Pakistan,79,49,76,39,49,57,57,76,77,100,50
Paul van Meekeren,29,Netherlands,78,46,76,38,42,57,46,72,74,89,91
Abhimanyu Easwaran,26,India,68,67,26,77,73,56,54,28,28,6,30
Henry Nicholls,30,New Zealand,68,67,30,75,72,56,73,28,30,34,33
Collins Obuya,40,Kenya,71,65,54,73,66,56,71,52,54,80,31
Varun Chopra,34,England,66,65,31,73,69,56,46,28,28,65,17
Tony de Zorzi,24,South Africa,66,65,30,73,69,56,50,28,30,40,27
Khurram Manzoor,35,Pakistan,66,65,30,72,72,56,45,28,30,32,31
Nuwanidu Fernando,22,Sri Lanka,64,63,27,72,63,56,62,30,30,17,9
Sanjaya Chathuranga,29,Sri Lanka,71,63,61,70,64,56,61,62,61,42,71
Jiveshan Pillay,23,South Africa,64,63,28,68,68,56,55,27,28,36,22
Michael Pepper,23,England,64,63,25,67,64,56,73,28,28,9,18
Shamsur Rahman,33,Bangladesh,63,62,32,66,66,56,48,28,30,48,41
Hanno Kotze,27,South Africa,64,64,24,65,68,56,80,27,28,17,4
Zakir Hasan,24,Bangladesh,60,59,31,62,63,56,36,28,30,61,16
Jahurul Islam,35,Bangladesh,61,60,28,62,60,56,68,28,28,34,22
Saurabh Rawat,24,India,60,59,28,61,57,56,83,28,30,23,24
Gihan Rupasinghe,35,Sri Lanka,61,59,36,60,61,56,59,32,33,57,43
Junaid Siddique,34,Bangladesh,60,59,26,60,64,56,38,28,28,25,15
Jack Haynes,21,England,62,61,25,60,69,56,45,27,28,13,21
Tony Munyonga,23,Zimbabwe,60,58,39,58,57,56,70,48,43,10,18
Kshitiz Sharma,31,India,59,56,41,57,60,56,30,39,36,54,52
Lewis Hill,31,England,59,58,24,57,60,56,67,27,28,8,11
Safyaan Sharif,30,Scotland,79,56,75,55,57,56,52,70,74,84,85
William Buttleman,21,England,58,57,23,55,62,56,42,27,28,3,8
Raymon Reifer,30,West Indies,70,53,65,54,49,56,41,61,65,61,86
Tharaka Waduge,35,Sri Lanka,54,53,27,54,51,56,42,30,30,14,17
Clive Madande,21,Zimbabwe,55,54,25,52,47,56,88,27,28,27,5
Geeth Kumara,33,Sri Lanka,61,53,54,51,53,56,43,57,53,75,25
Myshukur Rahaman,30,Bangladesh,52,51,24,51,48,56,32,28,28,6,8
Neville Madziva,30,Zimbabwe,68,51,63,50,46,56,42,68,67,46,41
Moin Khan,26,Bangladesh,55,50,47,50,46,56,41,49,45,17,78
Shubham Arora,24,India,57,56,26,49,59,56,75,27,28,23,17
Muktar Ali,32,Bangladesh,69,50,65,48,45,56,51,63,65,95,47
Ken McClure,27,New Zealand,53,52,28,47,56,56,23,27,28,22,34
Barry McCarthy,29,Ireland,79,49,76,44,48,56,33,70,76,96,78
Janith Silva,31,Sri Lanka,71,49,67,44,47,56,51,69,67,91,38
Shaheen Shah Afridi,21,Pakistan,92,46,91,42,42,56,32,83,99,91,90
Ethan-John Cunningham,18,South Africa,54,51,41,42,58,56,18,45,38,9,64
Tabraiz Shamsi,32,South Africa,86,42,85,39,30,56,25,82,87,99,78
Dane Paterson,32,South Africa,76,51,72,39,55,56,55,70,71,65,94
Junior Dala,32,South Africa,72,51,68,39,57,56,54,68,71,96,30
Ravi Rampaul,37,West Indies,79,46,77,38,43,56,37,75,78,83,79
Nasum Ahmed,27,Bangladesh,78,44,76,38,37,56,29,74,77,74,79
Pradipta Pramanik,23,India,73,46,70,37,41,56,50,71,72,52,71
Sam Cook,24,England,72,44,69,37,39,56,41,69,72,93,31
Mohit Sharma,33,India,76,45,74,34,43,56,40,69,70,94,85
Abu Nechim,33,India,69,44,66,34,43,56,35,68,65,77,52
Darshan Nalkande,23,India,78,41,76,33,33,56,37,73,79,96,52
Michael Rae,26,New Zealand,65,47,61,28,59,56,33,64,66,23,68
Sadeera Samarawickrama,26,Sri Lanka,69,68,30,78,71,55,86,28,31,27,41
Cameron Bancroft,29,Australia,69,68,30,78,71,55,78,28,30,59,7
Sese Bau,29,Papua New Guinea,67,62,52,73,61,55,60,50,47,48,86
Mominul Haque,30,Bangladesh,66,64,35,72,68,55,54,34,36,48,20
Dan Mousley,20,England,71,65,55,71,70,55,60,60,57,50,34
James Hildreth,37,England,66,65,26,71,70,55,62,29,31,14,9
Marques Ackerman,25,South Africa,66,65,30,70,72,55,71,33,32,19,22
Zeeshan Malik,25,Pakistan,65,64,27,70,71,55,53,27,28,28,21
Kedar Devdhar,32,India,64,64,24,70,70,55,64,27,28,8,7
Heino Kuhn,37,South Africa,66,65,29,69,70,55,85,28,28,57,6
Priyank Panchal,31,India,66,65,27,69,71,55,73,30,32,11,6
Qamran Iqbal,20,India,60,59,27,69,60,55,24,28,28,16,30
Chaitanya Bishnoi,27,India,64,63,26,69,67,55,66,30,32,6,7
Qamran Iqbal,20,India,60,59,25,69,60,55,24,28,28,8,21
Akshdeep Nath,28,India,64,62,39,68,64,55,60,37,41,70,7
Tom Blundell,31,New Zealand,65,64,26,67,68,55,84,28,28,5,28
Thomas Kelly,21,Australia,63,62,28,66,66,55,66,28,28,30,30
Priyam Garg,21,India,62,61,26,66,62,55,60,28,30,25,6
Sakibul Gani,22,India,61,60,26,66,59,55,55,29,30,5,22
Mrunal Devdhar,29,India,63,62,28,65,67,55,65,28,28,40,16
Gihahn Cloete,29,South Africa,63,62,26,65,65,55,67,28,30,6,25
Lasith Croospulle,23,Sri Lanka,63,62,34,62,68,55,65,38,40,9,15
George Scott,26,England,58,57,30,62,52,55,69,32,34,25,10
Shamarh Brooks,33,West Indies,61,60,26,62,61,55,79,27,28,38,4
Jeet Raval,33,New Zealand,62,61,24,62,64,55,71,27,28,5,14
Utkarsh Singh,23,India,73,60,66,61,66,55,54,70,68,79,33
Agha Salman,28,Pakistan,68,58,60,61,60,55,48,58,56,61,84
Israrullah,29,Pakistan,60,58,36,60,63,55,40,34,33,59,30
Tion Webster,26,West Indies,59,58,28,60,58,55,58,28,28,17,36
Xavier Bartlett,23,Australia,71,60,63,59,66,55,55,67,68,44,48
James McCollum,26,Ireland,59,58,26,58,64,55,48,27,28,3,38
Bayley Wiggins,23,New Zealand,59,58,29,54,65,55,54,28,28,30,36
Michael Burgess,27,England,56,55,25,53,53,55,78,28,28,20,9
James Seymour,29,Australia,56,54,34,52,58,55,29,38,31,11,48
Sankar Paul,21,India,74,49,71,51,44,55,31,71,70,87,54
Tendai Chisoro,34,Zimbabwe,67,53,61,51,56,55,42,58,52,97,75
Onke Nyaku,27,South Africa,60,54,52,51,56,55,59,52,52,50,57
Nahidul Islam,28,Bangladesh,72,54,67,50,55,55,63,71,67,85,33
Asantha Basnayake,34,Sri Lanka,55,54,30,50,52,55,76,30,28,52,15
Lakshan Rodrigo,34,Sri Lanka,58,56,38,49,64,55,52,37,36,63,21
Moinuddin,34,Pakistan,50,49,29,47,44,55,54,30,31,36,9
Deepak Punia,28,India,64,48,60,44,41,55,56,65,63,20,69
Sharoon Siraj,24,Pakistan,52,51,25,44,62,55,7,27,28,8,17
Jayant Yadav,32,India,72,50,68,43,49,55,72,68,58,94,86
Sagar Trivedi,30,India,62,45,58,38,42,55,26,59,56,68,48
Rubel Hossain,32,Bangladesh,79,44,77,37,39,55,36,78,81,77,61
Aron Nijjar,27,England,69,48,65,37,48,55,71,68,62,80,48
Seth Rance,34,New Zealand,71,44,68,31,45,55,38,67,68,68,72
Tafadzwa Tsiga,27,Zimbabwe,44,43,24,26,49,55,19,27,28,9,10
Ali Khan,31,United States of America,69,34,68,17,27,55,25,65,66,94,57
Keaton Jennings,29,England,68,66,40,76,72,54,53,44,45,30,17
Prashant Chopra,29,India,66,65,29,74,68,54,77,30,32,16,30
Mitchell Van Buuren,24,South Africa,67,66,25,74,74,54,50,28,30,11,7
Morne Venter,24,South Africa,72,64,61,73,67,54,62,59,60,74,56
Jason Smith,27,South Africa,70,64,56,73,67,54,61,52,58,70,45
Haris Sohail,33,Pakistan,64,63,33,73,64,54,63,30,32,61,18
Amit Pachhara,26,India,64,63,26,73,67,54,49,27,28,13,22
Wayne Madsen,38,England,67,66,31,72,73,54,63,35,34,16,15
Govinda Poddar,30,India,68,64,46,71,70,54,56,52,47,38,21
Zubayr Hamza,26,South Africa,65,64,27,71,68,54,61,28,31,7,28
Ankit Lamba,30,India,63,62,29,70,65,54,54,28,28,44,25
Ishank Jaggi,33,India,65,64,28,70,70,54,52,29,30,14,27
Pieter Malan,32,South Africa,64,63,27,70,67,54,66,28,28,34,12
Shan Masood,32,Pakistan,65,64,27,69,71,54,57,28,28,13,30
Sahan Arachchige,25,Sri Lanka,70,64,54,68,67,54,82,53,54,34,74
Kurtis Patterson,28,Australia,64,63,29,68,67,54,76,28,28,50,13
Liam Dawson,31,England,81,61,76,67,61,54,68,71,72,91,95
Shoaib Khan,29,Oman,66,65,29,67,74,54,73,27,28,30,38
Eathan Bosch,23,South Africa,70,62,59,66,68,54,50,66,66,22,36
Jake Fraser-McGurk,19,Australia,60,59,28,65,55,54,80,29,31,11,28
Chetan Bist,32,India,61,61,23,65,62,54,88,27,27,6,6
Jonathan Vandiar,31,South Africa,60,59,27,64,65,54,36,27,28,23,25
Will Rhodes,26,England,77,58,71,61,61,54,55,62,70,91,91
Kevin Kasuza,28,Zimbabwe,58,57,25,61,60,54,44,28,28,11,13
Anand Singh,35,India,65,59,52,60,64,54,50,52,46,89,36
Xavier Marshall,35,United States of America,56,55,24,60,54,54,40,28,28,6,13
Arjun Nair,23,Australia,71,56,65,59,56,54,55,67,66,52,64
Manoj Sarathchandra,29,Sri Lanka,60,59,27,59,60,54,92,27,28,27,21
Kamil Mishara,20,Sri Lanka,59,58,24,59,63,54,41,28,28,5,14
Hayden Kerr,25,Australia,71,58,64,57,63,54,63,65,68,46,61
Josh Rymell,20,England,59,58,26,55,65,54,68,27,28,20,22
Wil Parker,19,Australia,63,57,51,54,63,54,51,47,43,84,63
Al-Amin,28,Bangladesh,59,55,44,54,58,54,43,41,42,46,63
Rohit Rayudu,27,India,54,52,32,53,46,54,67,34,38,27,9
Bjorn Fortuin,27,South Africa,84,54,81,51,55,54,59,73,82,93,96
Shahbaz Ahmed,27,India,72,54,67,51,55,54,67,69,66,57,72
Rex Rajkumar,21,India,71,51,66,51,46,54,64,71,65,19,96
Hasantha Fernando,42,Sri Lanka,61,53,54,51,55,54,52,53,49,82,45
Fabid Ahmed,26,India,71,49,67,49,41,54,66,71,66,63,63
Ajay Mandal,25,India,72,52,67,48,54,54,54,67,63,77,68
Andrew Salter,28,England,70,51,65,48,51,54,50,64,66,83,43
Maheesh Theekshana,21,Sri Lanka,79,48,76,43,47,54,46,75,78,84,59
Nathan Ellis,27,Australia,69,50,65,43,50,54,69,70,71,42,40
Shafiul Hayet,24,Bangladesh,56,55,23,43,64,54,81,27,28,4,6
Richard Ngarava,24,Zimbabwe,76,47,73,41,49,54,28,76,71,65,72
Karan Patel,27,India,53,45,48,39,38,54,56,52,47,20,63
Mark Steketee,28,Australia,70,45,67,36,41,54,50,69,73,40,63
Malinda Pushpakumara,34,Sri Lanka,70,47,66,36,49,54,58,69,70,28,71
Feroze Khushi,22,England,42,41,28,36,34,54,20,27,28,32,28
Blair Tickner,28,New Zealand,74,40,72,33,30,54,34,65,80,70,67
Veerasammy Permaul,32,West Indies,68,40,66,30,35,54,38,69,61,79,63
Naseem Shah,19,Pakistan,75,41,73,29,41,54,19,74,75,89,48
Umer Khan,22,Pakistan,63,40,60,23,42,54,32,67,68,23,34
Irfan Karim,29,Kenya,68,67,33,81,67,53,85,28,31,65,31
Tarisai Musakanda,27,Zimbabwe,67,66,34,78,68,53,74,28,30,65,41
Jordan Silk,29,Australia,68,67,30,78,71,53,84,28,30,63,6
Alex Lees,28,England,67,66,25,75,72,53,61,28,28,7,14
Marnus Labuschagne,27,Australia,75,66,65,74,71,53,80,60,65,84,64
Naushad Shaikh,30,India,68,65,43,71,69,53,87,45,42,61,20
Daniel Hughes,33,Australia,64,63,27,71,68,53,55,28,28,34,7
Peter Handscomb,30,Australia,65,64,26,71,65,53,84,28,30,11,20
Krishan Sanjula,23,Sri Lanka,65,64,26,71,66,53,85,28,28,6,28
Shreevats Goswami,32,India,65,64,25,70,69,53,75,28,28,14,16
Mohammed Shamaaz,21,Sri Lanka,60,59,27,69,50,53,87,27,28,11,38
Tre Manders,27,Bermuda,63,62,25,69,64,53,61,28,28,5,21
Rishi Dhawan,32,India,74,61,67,68,65,53,49,69,66,93,41
Raminda Wijesooriya,23,Sri Lanka,63,62,24,68,68,53,52,28,28,4,12
Codanda Ajit Karthik,28,India,72,60,64,67,62,53,59,71,65,61,34
Chirag Gandhi,31,India,62,61,30,67,63,53,77,27,28,57,18
Caleb Jewell,24,Australia,63,62,29,67,68,53,60,28,30,40,17
Upendra Yadav,25,India,64,63,24,67,66,53,88,28,28,3,11
